Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
South Australian Museum,M4 869,15/12/1934,82.22,-36,136.85,small island,9.385625839,11.63822746,15.5202713,13.17754936,22.54512596,18.69159698,641.6593628,-548.838562,546,5.596655369,1020.487488,158.2391968,284.5,-605.9370117,0.448932439,0.638204776,0.216840329,1.832968878,0.170562106,0.178253547,58.20243835,106.75,-374.6222534,1.305185676,1,12.24160862,1.405909896
Museum Victoria,D T 220,19/8/1935,70.59,-12.85,135.05,Australian mainland,18.03491783,21.9722805,25.9483757,23.62450027,33.28167343,32.16579056,1158.571777,-776.6572266,1045.0625,3.876050711,330.8482971,1158.571899,1045.0625,-778.9121704,0.323004216,1.071738597,0.266390462,1.917161292,0.058531857,0.130732398,8.442139626,160.125,-496.5109253,0.79158771,2.099999905,8.382200241,1.462432742
Museum Victoria,D T 221,18/8/1935,73.32,-12.1,134.9,small island,18.95451736,22.56004333,26.25479698,24.15376282,32.61283493,31.61620903,1199.778076,-693.0291138,1119.6875,3.780793667,765.753479,1199.778076,1119.6875,-692.6080322,0.315066129,1.102098034,0.239695542,2.338723484,0.051942247,0.114017353,8.446706772,181.46875,-492.4797363,0.818233669,0,14.05338764,1.238896966
South Australian Museum,M4 674,14/8/1935,77.09,-34.9,138.6,Australian mainland,7.594727993,11.63899422,16.17489243,13.03250408,27.85506439,21.72136497,530.7339478,-778.4906006,525.15625,3.239759684,496.8186035,205.9781189,352.53125,-826.6712646,0.281567335,0.430083857,0.316522178,1.374954386,0.23309548,0.289413023,67.04769897,91.8125,-463.0614319,0.74892199,1.789999962,29.91562462,1.61280179
South Australian Museum,M4 688,15/8/1935,68.32,-26.1,126.65,Australian mainland,6.353459358,14.19725513,18.60202026,14.43030739,36.23051453,28.93078995,235.5623322,-1472.989258,252.875,1.872153759,0,196.5973816,214.625,-1300.488037,0.156756103,0.39062691,0.555293453,0.495349807,0.224654873,0.426172634,38.96496201,34.75,-532.0187378,0.413288295,1,17.00314903,1.419968486
South Australian Museum,M3 532,1/7/1936,77.54,-34.95,138.65,Australian mainland,7.459550858,11.2188549,15.80116653,12.62903595,27.31329536,21.08776855,634.5994873,-674.3756714,573.5625,4.687150478,496.8186035,238.8482513,405.5,-793.7525635,0.396928191,0.458880817,0.391989262,1.70148869,0.243437033,0.280488666,74.22153473,93,-455.8388672,1.122132659,1.070000052,27.09354973,1.537415266
South Australian Museum,M4 893,1/7/1937,76.98,-34.9,138.6,Australian mainland,7.594727993,11.63899422,16.17489243,13.03250408,27.85506439,21.72136497,530.7339478,-778.4906006,525.15625,3.239759684,496.8186035,205.9781189,352.53125,-826.6712646,0.281567335,0.430083857,0.316522178,1.374954386,0.23309548,0.289413023,67.04769897,91.8125,-463.0614319,0.74892199,1.789999962,29.91562462,1.61280179
Tasmanian Museum and Art Gallery,A134,1/8/1937,86.73,-41.95,147.15,Tasmania,-0.43181631,2.762606382,11.66394806,8.232932091,18.56005859,12.75543594,757.5342407,-48.73439026,565.78125,5.791067123,909.1779785,148.7328186,200.46875,-213.1465149,0.497587085,0.190697442,0.436743095,15.96000928,0.370080111,0.981139354,148.7328339,77.6875,-213.4405212,1.381056666,1.070000052,19.17507553,1.00387001
Museum Victoria,D T 224,6/6/1942,73.57,-13,136.55,Australian mainland,19.55125237,22.59616661,26.05991173,23.9728508,32.77413177,31.28094673,1109.361816,-857.4264526,1053.125,4.455710888,675.3825073,1109.361816,1053.125,-860.5045166,0.371309251,1.020299764,0.260630874,1.532602599,0.060268373,0.106613784,17.40447235,161.625,-513.9187012,0.956003666,1.5,7.308273792,1.438431501
Museum Victoria,D T 225,8/6/1942,74.65,-13,136.55,Australian mainland,19.55125237,22.59616661,26.05991173,23.9728508,32.77413177,31.28094673,1109.361816,-857.4264526,1053.125,4.455710888,675.3825073,1109.361816,1053.125,-860.5045166,0.371309251,1.020299764,0.260630874,1.532602599,0.060268373,0.106613784,17.40447235,161.625,-513.9187012,0.956003666,1.5,7.308273792,1.438431501
Museum Victoria,D T 226,15/6/1942,75.35,-13,136.55,Australian mainland,19.55125237,22.59616661,26.05991173,23.9728508,32.77413177,31.28094673,1109.361816,-857.4264526,1053.125,4.455710888,675.3825073,1109.361816,1053.125,-860.5045166,0.371309251,1.020299764,0.260630874,1.532602599,0.060268373,0.106613784,17.40447235,161.625,-513.9187012,0.956003666,1.5,7.308273792,1.438431501
Museum Victoria,D T 227,12/8/1942,72.01,-12.85,136.55,Australian mainland,19.80165672,22.69205666,26.05895805,24.01242256,32.69073486,31.23865128,1137.727783,-782.3986816,1065.78125,1.311609983,675.3825073,1137.727783,1065.78125,-785.4750977,0.109300837,1.024790809,0.254926404,1.725184134,0.058787737,0.101531198,18.86724091,165.65625,-498.714386,0.040575907,0,13.66714191,1.457935095
South Australian Museum,M5 234,15/4/1945,81.1,-17.25,145.5,Australian mainland,11.14321136,15.28643322,21.24821854,18.37627411,28.68108749,25.85741615,1332.738159,-47.7060051,1025.359375,5.577590942,658.5740356,1332.738159,1025.359375,-47.444664,0.464799255,0.854264837,0.159991105,16.652411,0.108986543,0.21076578,87.53174591,195.53125,-279.6863708,1.115864992,2,35.74915314,1.216985703
Museum Victoria,965,29/4/1947,80.84,-37.2,148.25,Australian mainland,0.293636054,4.835469246,13.96519756,9.641117096,23.29818726,16.87665558,812.7711182,-9.213589668,637.75,6.961392403,1084.832031,211.1317444,242.75,-195.6063538,0.576104999,0.108387658,0.475805692,74.97759633,0.317163212,0.765022637,179.307663,76,-196.7256165,1.61154902,1.5,22.33372498,1.189469934
Australian Museum,M 27894,23/4/1948,66.41,-11.1,132.55,small island,21.8818531,23.84872246,26.48936081,24.52825546,31.7025547,30.81712341,1315.975342,-461.3186951,1223.4375,4.403631687,707.7119751,1315.975342,1223.4375,-459.2517395,0.366969287,1.101256801,0.222458539,4.009096554,0.048481789,0.05775094,6.678514481,206.5625,-483.8716736,0.847069681,2.700000048,17.38654137,1.457939506
Australian Museum,M 27898,19/8/1948,70.78,-12.35,136.95,Australian mainland,20.88746262,23.03016281,26.10048866,24.22626305,32.27668762,30.79015541,1221.74353,-603.6118774,1107.90625,4.613990784,373.8468018,1221.74353,1107.90625,-604.8452148,0.384499252,1.014375856,0.234050337,2.303338713,0.056937626,0.079858588,31.80188942,180.125,-471.5448914,1.000929952,1.980000019,7.749352455,1.399278641
Museum Victoria,3858,10/1/1950,71.05,-17.6,145.5,Australian mainland,10.01274109,14.25741577,20.77038002,17.74961281,27.58095551,24.44846725,1571.223633,143.3655853,1015.75,6.348493099,845.7505493,1521.331665,953.375,168.1726837,0.526150286,0.714334739,0.161693747,5.208463649,0.12539332,0.227510803,156.2978668,192.5,-259.8687744,1.374543071,1.649999976,41.76317596,1.404778004
Museum Victoria,2140,1/5/1951,82.05,-37.4,148.3,Australian mainland,1.961493254,6.344943047,15.5191431,11.54684162,23.92148972,18.10002899,887.3561401,65.00205994,654,6.580828667,960.3144531,286.954071,305,-200.6193542,0.57158798,0.101605881,0.475359471,11.17104423,0.268909488,0.559929276,197.1100922,77.375,-188.5994415,1.592066646,1.070000052,27.01582527,1.220207334
South Australian Museum,M5 888,15/8/1951,76.84,-34.15,135.35,Australian mainland,6.543078423,9.960946083,16.73160362,13.8631115,25.70565033,20.74129105,500.1905212,-851.0703735,436.84375,4.29826498,577.8834839,120.8235703,182.40625,-739.3775635,0.249234006,0.640634421,0.157026553,1.126908765,0.203172197,0.298704092,48.58821487,87.8125,-430.4622803,0.678441703,1.580000043,17.07322502,1.321007967
Museums and Art Galleries of the Northern Territory,U 7925,1/7/1952,77.11,-11.55,130.7,small island,19.02138138,22.37004852,26.27709389,24.24328804,31.94249344,31.99612427,1599.106079,-263.904541,1172.828125,4.835093021,657.8394775,1599.106079,1172.828125,-261.7112732,0.402924418,1.068640006,0.252504106,8.761201999,0.029297599,0.105150478,7.085820198,184.046875,-526.3106079,1.024792314,0.569999993,13.86029339,1.464406729
Museums and Art Galleries of the Northern Territory,U 7924,15/9/1955,73.49,-13.15,130.75,Australian mainland,16.24358749,20.68246078,25.71621895,22.86271858,32.43590546,32.32740402,1490.722412,-617.3392944,868.375,4.615342617,723.7600098,1490.722412,868.375,-616.8890381,0.384611905,1.058283118,0.365791424,3.582931495,0.049946229,0.151130507,4.983947277,105.21875,-578.9171143,1.085833311,1.149999976,11.91559982,1.465206027
Australian National Wildlife Collection,M06809,10/1/1956,74.88,-34.2,117.45,Australian mainland,6.280139446,9.405912399,16.01796913,13.00809383,27.43140793,21.20449638,508.0256042,-663.6911621,463.5,3.854916573,565.6304932,133.4598083,248.75,-657.2353516,0.210788831,0.533652121,0.270049379,1.437109401,0.23734955,0.297415422,47.75424576,88.75,-402.0561218,0.498702317,1.090000033,10.296525,1.447393537
Tasmanian Museum and Art Gallery,A461,8/8/1957,88.58,-43.15,146.9,Tasmania,2.267469406,5.59469986,11.73318195,8.806352615,20.02628899,15.67950726,1120.250854,464.7731628,657.75,6.618441582,1448.646484,220.6832275,264.734375,-124.7337036,0.599437416,0.179477544,0.544469081,1.854837292,0.230611972,0.478432174,220.6832275,71.3125,-124.6652756,1.407653332,2,30.24223709,1.006021023
Tasmanian Museum and Art Gallery,A371,27/1/1958,90.32,-41.55,146.4,Tasmania,1.816761851,5.176399708,11.95191193,8.705618858,20.51954842,15.55597687,1166.385254,571.5429077,639.921875,7.056643486,1693.205078,190.4768677,243.21875,-134.6874084,0.585956991,0.325455153,0.477627231,1.845398833,0.262757146,0.535747525,190.4768829,80.578125,-134.5721893,1.576511741,1.899999976,27.01657486,0.935958743
Museum Victoria,3340,21/10/1958,86.4,-37.85,145,Australian mainland,6.354581833,9.950809479,15.78917694,12.44178867,25.3013916,19.74745369,638.5250854,-418.1761169,558.046875,2.628665686,569.0280151,313.4360046,365.875,-421.7739868,0.24172911,0.083405374,0.508410657,1.615591893,0.233004884,0.300231611,148.3444824,75.171875,-289.6661987,0.533908665,2.700000048,19.31172371,1.396177769
Museum Victoria,3349,7/10/1958,87.36,-37.9,145.1,Australian mainland,6.24371767,9.72382164,15.75693226,12.40108681,24.93701363,19.31347656,737.3272095,-311.6021423,570.71875,3.459332705,810.2680054,350.9865723,373.65625,-383.2127686,0.299773276,0.091351083,0.503848903,2.314138706,0.240336258,0.295860166,163.1664276,76.4375,-276.3943481,0.761666358,3,20,1.585824966
South Australian Museum,M6 198,9/11/1958,88.52,-38,140.95,Australian mainland,6.08698988,8.864070892,15.05154228,12.37257671,22.69443893,18.28397751,762.123291,-211.3269806,664,6.329464912,569.6000366,133.3349152,300.5,-367.4094543,0.494204253,0.450724457,0.443736909,4.726341181,0.200424709,0.265902627,96.5845871,91.5,-301.2176819,1.469199419,2.450000048,11.26052475,1.379686952
Tasmanian Museum and Art Gallery,A944,3/1/1959,94.94,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Western Australia Museum,3546,20/2/1959,70.49,-31.9,115.85,Australian mainland,9.32664299,12.87190247,18.32857323,15.20367432,29.51692963,23.66135979,851.3391724,-702.9900513,688.625,3.100815058,792.9584961,287.4461975,529.125,-944.1714478,0.256245583,0.887987632,0.453550653,2.217687664,0.203778653,0.254352434,31.79332924,101.375,-516.9765015,0.744141996,2.700000048,5.83912468,1.38567555
Australian Museum,M 8305,26/6/1960,70.82,-13.9,143.2,Australian mainland,16.49576569,19.71373558,23.96949387,21.82875252,31.70879936,30.20546341,1286.852905,-429.6487732,927.6875,5.434125423,604.8399658,1286.852905,927.6875,-426.6686707,0.452843815,1.081042205,0.186496586,3.273600707,0.061294085,0.121868936,27.46511269,173.53125,-434.440033,1.040048003,2.799999952,21.41760063,1.585963964
Australian Museum,M 8306,27/6/1960,76.17,-13.95,143.2,Australian mainland,16.63463974,19.92374039,24.05307388,21.90427399,32.02517319,30.57418633,1208.904053,-507.0592651,926.5,5.248929977,604.8399658,1208.904053,926.5,-504.7862854,0.437410831,1.123929482,0.187169611,2.722869108,0.059570944,0.123184026,16.47332954,172.859375,-442.239563,1.03475666,2.799999952,18.82015038,1.620231271
Tasmanian Museum and Art Gallery,A951,4/11/1960,83.61,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A953,11/11/1960,84.97,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A954,11/11/1960,84.2,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A971,15/12/1960,88.76,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A972,15/12/1960,85.53,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Museum Victoria,3808,21/1/1961,76.95,-32,115.85,Australian mainland,9.387026787,12.98826313,18.27521896,15.16783619,29.35063934,23.69045067,830.5631714,-693.5288086,720.25,2.37678504,792.9584961,280.2364197,560.75,-925.4122925,0.192641079,0.888866666,0.46715075,2.193826434,0.197357347,0.255921262,32.25807571,101.25,-506.6075439,0.565630972,2.700000048,5.806176662,1.383730054
Western Australia Museum,4755,15/1/1961,76.36,-33.55,115.8,Australian mainland,6.143857002,9.492851257,17.33615685,14.06890202,29.09019661,22.64853668,969.3787231,-306.4508057,677.609375,5.452488899,922.0894775,148.9126587,399.296875,-703.3249512,0.422623664,0.827892071,0.411285775,5.24984612,0.226350355,0.31261409,43.41734695,107.203125,-440.5046082,1.241024017,2,8.972350121,1.404700279
Tasmanian Museum and Art Gallery,A992,27/1/1961,89.22,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Museum Victoria,3811,29/3/1961,80.09,-31.95,115.85,Australian mainland,9.373527527,12.97392845,18.30189705,15.18575573,29.39930916,23.65786362,843.8771973,-710.4399414,704.4375,2.879928589,792.9584961,284.3431396,544.9375,-947.2095337,0.238269329,0.887703317,0.46021277,2.18259964,0.200153122,0.254704759,32.02389526,101.3125,-516.7461548,0.683826327,2.700000048,6.658070087,1.397409558
Tasmanian Museum and Art Gallery,A1002,8/3/1961,91.1,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1003,8/3/1961,89.35,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1004,8/3/1961,87.93,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1008,8/3/1961,92.28,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Western Australia Museum,4450,21/5/1961,76.56,-32,115.85,Australian mainland,9.387026787,12.98826313,18.27521896,15.16783619,29.35063934,23.69045067,830.5631714,-693.5288086,720.25,2.37678504,792.9584961,280.2364197,560.75,-925.4122925,0.192641079,0.888866666,0.46715075,2.193826434,0.197357347,0.255921262,32.25807571,101.25,-506.6075439,0.565630972,2.700000048,5.806176662,1.383730054
Western Australia Museum,4550,15/5/1961,76.47,-32,115.85,Australian mainland,9.387026787,12.98826313,18.27521896,15.16783619,29.35063934,23.69045067,830.5631714,-693.5288086,720.25,2.37678504,792.9584961,280.2364197,560.75,-925.4122925,0.192641079,0.888866666,0.46715075,2.193826434,0.197357347,0.255921262,32.25807571,101.25,-506.6075439,0.565630972,2.700000048,5.806176662,1.383730054
Western Australia Museum,4765,29/5/1961,75.45,-34.3,117.55,Australian mainland,6.367044449,9.47292614,15.97472382,13.0176096,26.95776558,20.98824883,517.0679321,-641.1577759,482.8125,4.025447845,665.4559937,139.6027679,269.4375,-639.557373,0.235829607,0.520472653,0.310186844,1.472653532,0.230673711,0.291886073,49.90963745,85.9375,-394.460022,0.56015569,1.090000033,11.57802486,1.455298781
Tasmanian Museum and Art Gallery,A1035,30/5/1961,90.5,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Australian National Wildlife Collection,M00245,2/6/1961,82.84,-28.7,152.7,Australian mainland,5.81434679,11.44407463,20.37063789,16.20608521,27.97083664,23.49314117,1207.652344,-210.0489502,724.25,7.312864304,1148.725464,941.1455688,599.3125,-185.0615234,0.612961173,0.433719009,0.429108239,1.057494638,0.173915617,0.386208844,177.0623169,89.28125,-204.7332764,1.762818694,1,22.93762398,1.391170025
Australian National Wildlife Collection,M00248,5/6/1961,86.02,-28.7,152.7,Australian mainland,5.81434679,11.44407463,20.37063789,16.20608521,27.97083664,23.49314117,1207.652344,-210.0489502,724.25,7.312864304,1148.725464,941.1455688,599.3125,-185.0615234,0.612961173,0.433719009,0.429108239,1.057494638,0.173915617,0.386208844,177.0623169,89.28125,-204.7332764,1.762818694,1,22.93762398,1.391170025
Museum Victoria,3391,5/6/1961,83.37,-38.45,144.1,Australian mainland,6.893074989,9.834496498,15.09175014,12.14632034,22.78201103,18.4123764,700.6782227,-311.6558838,596.109375,4.813429832,847.1220093,163.370636,267.890625,-341.1812744,0.425133109,0.254906211,0.436868092,2.473587716,0.200199377,0.254677523,119.0111618,81.28125,-281.9295044,1.143780947,1.730000019,18.71172905,1.380770326
Museum Victoria,3792,12/6/1961,73.34,-17.4,145.4,Australian mainland,10.16483021,14.47189331,20.60357666,17.63367844,28.10647011,25.23446655,1286.344482,-68.67951965,994.0625,5.460758686,911.2399902,1286.344482,994.0625,-66.64025879,0.455063224,0.78793962,0.158345089,8.845685323,0.114762961,0.227398408,102.9884033,190.625,-264.88797,1.198857069,2,26.84905052,1.526315212
Western Australia Museum,4775,8/7/1961,68.9,-32.8,117.05,Australian mainland,5.450571537,9.31790638,16.632761,13.22995281,30.33666992,22.64399338,482.1984253,-837.4405518,488,4.10878849,523.1365356,100.9483185,201.75,-811.0690918,0.248084113,0.716726951,0.174095929,1.412966798,0.271679167,0.384089163,37.40907669,102.5,-488.2598267,0.659883976,1,11.69165039,1.42316246
Tasmanian Museum and Art Gallery,A1062,4/7/1961,87.45,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1065,4/7/1961,85.83,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1086,11/7/1961,87.7,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A1088,11/7/1961,88.29,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
Tasmanian Museum and Art Gallery,A988,1/7/1961,88.59,-42.65,146.45,Tasmania,1.456523776,4.49446249,10.58587456,7.414968491,19.52870369,14.44142532,1457.971313,829.5603027,638.6875,6.196342468,537.1539917,271.9957581,247.4375,-72.59131622,0.587638676,0.195934697,0.483852218,1.170896549,0.28873028,0.557692069,271.9957581,79.25,-72.44293976,1.297585607,2.069999933,6.80009985,1.279012203
